web-scraper-order,web-scraper-start-url,Paginacja,Plyta,Plyta-href,Nazwa,Price,Handler,Format,Socket,Chipset,Image-src
"1697885040-1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1070713-plyta-glowna-socket-1700-gigabyte-z790-gaming-x.html","Gigabyte Z790 GAMING X","1 199,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_22_42_427_04.jpg"
"1697885043-2","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1072699-plyta-glowna-socket-am5-asus-tuf-gaming-x670e-plus.html","ASUS TUF GAMING X670E-PLUS","1 449,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_27_8_28_22_974_04.jpg"
"1697885046-3","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1075908-plyta-glowna-socket-1700-asus-prime-z790-p-wifi.html","ASUS PRIME Z790-P WIFI","1 249,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_11_27_39_429_04.jpg"
"1697885050-4","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1115615-plyta-glowna-socket-am4-gigabyte-b550m-ds3h-ac.html","Gigabyte B550M DS3H AC","539,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_8_13_42_30_959_04.jpg"
"1697885053-5","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1072733-plyta-glowna-socket-am5-msi-mag-b650-tomahawk-wifi.html","MSI MAG B650 TOMAHAWK WIFI","1 149,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_19_14_15_30_631_05.jpg"
"1697885056-6","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1062400-plyta-glowna-socket-am5-asrock-x670e-steel-legend.html","ASRock X670E Steel Legend","1 499,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_24_12_24_45_291_01.jpg"
"1697885059-7","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1075906-plyta-glowna-socket-1700-asus-prime-z790-a-wifi.html","ASUS PRIME Z790-A WIFI","1 349,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_13_3_0_370_05.jpg"
"1697885062-8","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/609275-plyta-glowna-socket-am4-gigabyte-a520m-ds3h.html","Gigabyte A520M DS3H","335,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD A520","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_26_14_0_20_906_00.jpg"
"1697885065-9","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/691389-plyta-glowna-socket-1700-asus-tuf-gaming-z690-plus-ddr4.html","ASUS TUF GAMING Z690-PLUS DDR4","1 159,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z690","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_27_19_50_1_505_00.jpg"
"1697885068-10","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1070737-plyta-glowna-socket-1700-asus-tuf-gaming-z790-plus-wifi.html","ASUS TUF GAMING Z790-PLUS WIFI","1 399,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_29_14_8_59_512_01.jpg"
"1697885071-11","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1146605-plyta-glowna-socket-1700-gigabyte-b760-ds3h-ax-ddr4.html","Gigabyte B760 DS3H AX DDR4","679,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_25_13_37_53_184_00.jpg"
"1697885074-12","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1070722-plyta-glowna-socket-1700-gigabyte-z790-a-elite-ddr4.html","Gigabyte Z790 A ELITE DDR4","899,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_46_15_542_04.jpg"
"1697885077-13","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1071824-plyta-glowna-socket-am4-asrock-b450-pro4-r20.html","ASRock B450 PRO4 R2.0","399,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B450","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_14_13_27_58_75_04.jpg"
"1697885079-14","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/441093-plyta-glowna-socket-1151-asrock-h310cm-dvs.html","ASRock H310CM-DVS","229,00 zł","Intel Core i7,","mATX","Socket 1151","Intel H310","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_26_8_39_57_768_00.png"
"1697885082-15","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1070731-plyta-glowna-socket-am5-gigabyte-b650m-gaming-x-ax.html","Gigabyte B650M GAMING X AX","869,00 zł","AMD Ryzen™","mATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_9_56_56_901_04.jpg"
"1697885086-16","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/711304-plyta-glowna-socket-1700-asrock-b660m-pro-rs-ddr4.html","ASRock B660M Pro RS DDR4","579,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B660","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_5_11_26_34_460_04.jpg"
"1697885089-17","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1104374-plyta-glowna-socket-1700-gigabyte-b760-gaming-x-ax-ddr4.html","Gigabyte B760 GAMING X AX DDR4","829,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_12_2_6_157_04.jpg"
"1697885092-18","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/709339-plyta-glowna-socket-1700-asus-prime-h610m-k-ddr4.html","ASUS PRIME H610M-K DDR4","429,00 zł","Intel Core i9,","mATX","Socket 1700","Intel H610","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_28_19_52_15_50_01.jpg"
"1697885094-19","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1072764-plyta-glowna-socket-1700-msi-pro-z790-a-wifi.html","MSI PRO Z790-A WIFI","1 199,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_28_10_11_16_15_04.jpg"
"1697885098-20","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1107452-plyta-glowna-socket-1700-asrock-b760-pro-rs.html","ASRock B760 Pro RS","749,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_16_9_10_8_247_04.jpg"
"1697885102-21","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1070705-plyta-glowna-socket-1700-gigabyte-z790-aorus-elite-ax.html","Gigabyte Z790 AORUS ELITE AX","1 599,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_34_19_589_04.jpg"
"1697885105-22","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/609037-plyta-glowna-socket-am4-asus-tuf-gaming-b450-plus-ii.html","ASUS TUF GAMING B450-PLUS II","459,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B450","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_26_10_44_31_269_00.jpg"
"1697885108-23","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1157870-plyta-glowna-socket-1200-msi-pro-h510m-b.html","MSI PRO H510M-B","239,00 zł","Intel Core i9,","mATX","Socket 1200","Intel H470","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_12_10_3_42_190_00.jpg"
"1697885110-24","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/614647-plyta-glowna-socket-am4-asus-tuf-gaming-b450m-plus-ii.html","ASUS TUF GAMING B450M-PLUS II","399,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B450","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/12/pr_2020_12_23_15_7_14_677_01.jpg"
"1697885115-25","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1072689-plyta-glowna-socket-am5-asus-tuf-gaming-x670e-plus-wifi.html","ASUS TUF GAMING X670E-PLUS WIFI","1 599,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_27_8_42_2_963_05.jpg"
"1697885118-26","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1075909-plyta-glowna-socket-1700-asus-prime-z790-p.html","ASUS PRIME Z790-P","999,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_11_6_26_119_02.jpg"
"1697885121-27","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/569341-plyta-glowna-socket-am4-asus-prime-b550-plus.html","ASUS PRIME B550-PLUS","529,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_10_8_53_57_600_03.jpg"
"1697885123-28","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1084676-plyta-glowna-socket-1700-asrock-z790-pg-lightning.html","ASRock Z790 PG Lightning","899,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_25_9_48_3_407_04.jpg"
"1697885127-29","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/639801-plyta-glowna-socket-am4-gigabyte-b550-aorus-elite-ax-v2.html","Gigabyte B550 AORUS ELITE AX V2","769,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_31_13_38_25_200_04.jpg"
"1697885130-30","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=2&hide_unavailable=1","","https://www.x-kom.pl/p/1079826-plyta-glowna-socket-am5-asrock-b650e-pg-riptide-wifi.html","ASRock B650E PG RIPTIDE WIFI","1 099,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_15_52_24_27_04.jpg"
"1697885136-31","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1107466-plyta-glowna-socket-1700-asus-rog-strix-b760-a-gaming-wifi-ddr4.html","ASUS ROG STRIX B760-A GAMING WIFI DDR4","999,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_16_14_57_23_574_05.jpg"
"1697885140-32","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/609281-plyta-glowna-socket-am4-gigabyte-a520m-s2h.html","Gigabyte A520M S2H","329,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD A520","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_26_14_20_26_44_00.jpg"
"1697885145-33","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1072684-plyta-glowna-socket-am5-asus-rog-strix-x670e-f-gaming-wifi.html","ASUS ROG STRIX X670E-F GAMING WIFI","1 979,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_27_7_39_7_160_05.jpg"
"1697885147-34","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1079832-plyta-glowna-socket-am5-asus-rog-strix-b650e-e-gaming-wifi.html","ASUS ROG STRIX B650E-E GAMING WIFI","1 599,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_19_44_43_773_04.jpg"
"1697885151-35","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1084681-plyta-glowna-socket-1700-asrock-z790-pro-rs.html","ASRock Z790 Pro RS","1 149,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_25_10_59_2_305_04.jpg"
"1697885154-36","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1180124-plyta-glowna-socket-1200-evga-z590-dark.html","EVGA Z590 DARK","749,00 zł","Intel Core i9,","E-ATX","Socket 1200","Intel Z590","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_18_12_4_51_722_00.jpg"
"1697885157-37","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1070701-plyta-glowna-socket-1700-gigabyte-z790-aero-g.html","Gigabyte Z790 AERO G","1 819,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_19_39_174_04.jpg"
"1697885160-38","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1075566-plyta-glowna-socket-am5-gigabyte-x670e-aorus-master.html","Gigabyte X670E AORUS MASTER","2 369,00 zł","AMD Ryzen™","E-ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_26_9_48_53_941_04.jpg"
"1697885163-39","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/711310-plyta-glowna-socket-1700-asrock-b660m-hdv-ddr4.html","ASRock B660M-HDV DDR4","449,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B660","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_5_12_14_2_425_04.jpg"
"1697885166-40","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1062401-plyta-glowna-socket-am5-asrock-x670e-pro-rs.html","ASRock X670E Pro RS","1 389,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_24_13_7_16_202_00.jpg"
"1697885169-41","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1070709-plyta-glowna-socket-1700-gigabyte-z790-d-ddr4.html","Gigabyte Z790 D DDR4","979,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_17_19_212_04.jpg"
"1697885172-42","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1075561-plyta-glowna-socket-am5-gigabyte-x670-aorus-elite-ax.html","Gigabyte X670 AORUS ELITE AX","1 569,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_26_9_14_33_709_04.jpg"
"1697885175-43","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1079825-plyta-glowna-socket-am5-asrock-b650-pro-rs.html","ASRock B650 PRO RS","1 079,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_8_14_35_23_665_05.jpg"
"1697885178-44","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/693249-plyta-glowna-socket-1700-asrock-z690-phantom-gaming-4-ddr4.html","ASRock Z690 Phantom Gaming 4 DDR4","859,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z690","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_28_12_15_11_945_04.jpg"
"1697885181-45","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1075889-plyta-glowna-socket-1700-asus-rog-strix-z790-f-gaming-wifi.html","ASUS ROG STRIX Z790-F GAMING WIFI","2 249,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_14_51_35_702_04.jpg"
"1697885183-46","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1075911-plyta-glowna-socket-1700-asus-prime-z790-p-wifi-ddr4.html","ASUS PRIME Z790-P WIFI DDR4","1 099,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_11_42_34_922_02.jpg"
"1697885186-47","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/1117261-plyta-glowna-socket-1700-asus-rog-strix-z790-h-gaming-wifi.html","ASUS ROG STRIX Z790-H GAMING WIFI","1 699,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_14_12_4_38_559_00.jpg"
"1697885192-49","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=3&hide_unavailable=1","","https://www.x-kom.pl/p/569384-plyta-glowna-socket-am4-asrock-b550-pro4.html","ASRock B550 Pro4","539,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/5/pr_2020_5_27_13_42_19_990_00.jpg"
