web-scraper-order,web-scraper-start-url,link,link-href,name,price,capacity,interface,readspeed,writespeed,image-src
"1698419151-2","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/350713-dysk-ssd-transcend-240gb-25-sata-ssd-220s.html","Transcend 240GB 2,5"" SATA SSD 220S","129,00 zł","240 GB","2,5"" SATA","500 MB/s","330 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_27_11_22_26_621.jpg"
"1698419153-3","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/352716-dysk-ssd-transcend-128gb-25-sata-ssd-230s.html","Transcend 128GB 2,5"" SATA SSD 230S","98,99 zł","128 GB","2,5"" SATA","560 MB/s","380 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_2_18_39_4_850_02.jpg"
"1698419157-4","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/371102-dysk-ssd-transcend-512gb-25-sata-ssd-230s.html","Transcend 512GB 2,5"" SATA SSD 230S","179,00 zł","512 GB","2,5"" SATA","560 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_2_18_39_4_850_02.jpg"
"1698419160-5","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/422980-dysk-ssd-transcend-128gb-m2-sata-2242-ssd-400s.html","Transcend 128GB M.2 SATA 2242 SSD 400S","299,00 zł","128 GB","M.2 SATA","530 MB/s","200 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/7/pr_2020_7_22_14_20_58_804_00.jpg"
"1698419164-6","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/442512-dysk-ssd-samsung-512gb-m2-pcie-nvme-970-pro.html","Samsung 512GB M.2 PCIe NVMe 970 PRO","899,00 zł","512 GB","PCIe NVMe 3.0 x4","3500 MB/s","2300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/8/pr_2018_8_3_9_58_44_740_00.jpg"
"1698419168-7","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/461047-dysk-ssd-adata-1tb-m2-pcie-nvme-xpg-sx6000-pro.html","ADATA 1TB M.2 PCIe NVMe XPG SX6000 Pro","259,00 zł","1000 GB","PCIe NVMe 3.0 x4","2100 MB/s","1400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/5/pr_2019_5_14_7_55_58_423_02.jpg"
"1698419171-8","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/465078-dysk-ssd-corsair-192tb-m2-pcie-nvme-force-mp510.html","Corsair 1,92TB M.2 PCIe NVMe Force MP510","569,00 zł","1920 GB","PCIe NVMe 3.0 x4","3480 MB/s","2700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/11/pr_2018_11_29_14_54_41_367_00.jpg"
"1698419174-9","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/471971-dysk-ssd-adata-256gb-m2-pcie-nvme-xpg-sx6000-lite.html","ADATA 256GB M.2 PCIe NVMe XPG SX6000 Lite","109,00 zł","256 GB","PCIe NVMe 3.0 x4","1800 MB/s","900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/11/pr_2018_11_9_9_33_50_536_00.jpg"
"1698419179-10","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/474478-dysk-ssd-adata-480gb-25-sata-ssd-ultimate-su630.html","ADATA 480GB 2,5"" SATA SSD Ultimate SU630","139,00 zł","480 GB","2,5"" SATA","520 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/1/pr_2019_1_21_12_45_52_995_02.jpg"
"1698419182-11","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/474618-dysk-ssd-team-group-256gb-m2-sata-ssd-ms30.html","Team Group 256GB M.2 SATA SSD MS30","85,99 zł","256 GB","M.2 SATA","550 MB/s","470 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/1/pr_2019_1_25_9_23_7_605_00.jpg"
"1698419185-12","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/486813-dysk-ssd-transcend-512gb-m2-pcie-nvme-220s.html","Transcend 512GB M.2 PCIe NVMe 220S","189,00 zł","512 GB","PCIe NVMe 3.0 x4","3300 MB/s","2100 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/3/pr_2019_3_21_13_42_18_213_00.jpg"
"1698419188-13","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/486815-dysk-ssd-transcend-1tb-m2-pcie-nvme-220s.html","Transcend 1TB M.2 PCIe NVMe 220S","589,00 zł","1024 GB","PCIe NVMe 3.0 x4","3400 MB/s","1900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/3/pr_2019_3_21_13_41_57_164_00.jpg"
"1698419191-14","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/498170-dysk-ssd-kingston-480gb-25-sata-ssd-dc500m.html","Kingston 480GB 2,5"" SATA SSD DC500M","439,00 zł","480 GB","2,5"" SATA","555 MB/s","520 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/5/pr_2019_5_24_10_40_15_562_02.jpg"
"1698419196-15","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/504679-dysk-ssd-gigabyte-1tb-m2-pcie-gen4-nvme-aorus.html","Gigabyte 1TB M.2 PCIe Gen4 NVMe AORUS","809,00 zł","1000 GB","PCIe NVMe 4.0 x4","5000 MB/s","4400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/7/pr_2019_7_8_14_34_41_864_00.jpg"
"1698419199-16","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/508126-dysk-ssd-silicon-power-512gb-m2-pcie-nvme-a80.html","Silicon Power 512GB M.2 PCIe NVMe A80","189,00 zł","512 GB","PCIe NVMe 3.0 x4","3400 MB/s","2300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/7/pr_2019_7_30_11_47_58_742_00.jpg"
"1698419202-17","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/514407-dysk-ssd-team-group-240gb-25-sata-ssd-gx1.html","Team Group 240GB 2,5"" SATA SSD GX1","84,99 zł","240 GB","2,5"" SATA","500 MB/s","400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_5_13_9_24_727_01.jpg"
"1698419209-18","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/514435-dysk-ssd-team-group-512gb-25-sata-ssd-gx2.html","Team Group 512GB 2,5"" SATA SSD GX2","139,00 zł","512 GB","2,5"" SATA","530 MB/s","430 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_5_13_7_1_171_01.jpg"
"1698419213-19","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/517457-dysk-ssd-silicon-power-2tb-m2-pcie-nvme-a80.html","Silicon Power 2TB M.2 PCIe NVMe A80","579,00 zł","2000 GB","PCIe NVMe 3.0 x4","3400 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/9/pr_2019_9_19_13_15_14_587_00.jpg"
"1698419219-20","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/523978-dysk-ssd-silicon-power-512gb-m2-pcie-nvme-a60.html","Silicon Power 512GB M.2 PCIe NVMe A60","169,00 zł","512 GB","PCIe NVMe 3.0 x4","2200 MB/s","1600 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_24_12_54_26_311_00.jpg"
"1698419222-21","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/524069-dysk-ssd-kingston-480gb-25-sata-ssd-dc450r.html","Kingston 480GB 2,5"" SATA SSD DC450R","349,00 zł","480 GB","2,5"" SATA","560 MB/s","510 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_29_10_40_9_503_01.jpg"
"1698419226-22","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/524073-dysk-ssd-kingston-192tb-25-sata-ssd-dc450r.html","Kingston 1,92TB 2,5"" SATA SSD DC450R","739,00 zł","1920 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_29_10_40_9_503_01.jpg"
"1698419231-23","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/558042-dysk-ssd-silicon-power-960gb-25-sata-ssd-s55.html","Silicon Power 960GB 2,5"" SATA SSD S55","259,00 zł","960 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/4/pr_2020_4_9_9_21_52_947_00.jpg"
"1698419236-24","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/573533-dysk-ssd-corsair-480gb-m2-pcie-nvme-force-mp510.html","Corsair 480GB M.2 PCIe NVMe Force MP510","259,00 zł","480 GB","PCIe NVMe 3.0 x4","3480 MB/s","2000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_22_10_28_3_963_00.jpg"
"1698419241-25","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/573534-dysk-ssd-corsair-960gb-m2-pcie-nvme-force-mp510.html","Corsair 960GB M.2 PCIe NVMe Force MP510","349,00 zł","960 GB","PCIe NVMe 3.0 x4","3480 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_22_10_28_3_963_00.jpg"
"1698419244-26","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/575329-dysk-ssd-patriot-128gb-25-sata-ssd-p210.html","Patriot 128GB 2,5"" SATA SSD P210","64,99 zł","128 GB","2,5"" SATA","450 MB/s","430 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_25_13_37_54_404_00.jpg"
"1698419247-27","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/580518-dysk-ssd-crucial-250gb-m2-pcie-nvme-p5.html","Crucial 250GB M.2 PCIe NVMe P5","129,00 zł","250 GB","3400 MB/s","1400 MB/s","TLC","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/7/pr_2020_7_22_14_7_38_800_00.jpg"
"1698419250-28","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/588840-dysk-ssd-seagate-500gb-25-sata-ssd-ironwolf-125.html","Seagate 500GB 2,5"" SATA SSD IronWolf 125","259,00 zł","500 GB","2,5"" SATA","560 MB/s","540 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/9/pr_2020_9_1_16_18_20_293_03.jpg"
"1698419253-29","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/598627-dysk-ssd-transcend-2tb-25-sata-ssd-220q.html","Transcend 2TB 2,5"" SATA SSD 220Q","439,00 zł","2000 GB","2,5"" SATA","550 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/10/pr_2020_10_21_9_5_37_22_02.jpg"
"1698419257-30","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/622639-dysk-ssd-patriot-960gb-25-sata-ssd-burst-elite.html","Patriot 960GB 2,5"" SATA SSD BURST ELITE","239,00 zł","960 GB","2,5"" SATA","450 MB/s","320 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_29_12_16_37_951_00.jpg"
"1698419260-31","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/622642-dysk-ssd-patriot-192tb-25-sata-ssd-burst-elite.html","Patriot 1,92TB 2,5"" SATA SSD BURST ELITE","429,00 zł","1920 GB","2,5"" SATA","450 MB/s","320 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_29_12_13_41_710_00.jpg"
"1698419263-32","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/649925-dysk-ssd-silicon-power-1tb-m2-pcie-nvme-xd80.html","Silicon Power 1TB M.2 PCIe NVMe XD80","349,00 zł","1000 GB","PCIe NVMe 3.0 x4","3400 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/5/pr_2021_5_5_12_51_15_559_01.jpg"
"1698419266-33","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/672285-dysk-ssd-seagate-500gb-m2-pcie-gen4-nvme-firecuda-530-heatsink.html","Seagate 500GB M.2 PCIe Gen4 NVMe FireCuda 530 Heatsink","339,00 zł","500 GB","PCIe NVMe 4.0 x4","7000 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_5_10_33_8_656_00.jpg"
"1698419269-34","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/682572-dysk-ssd-corsair-1tb-m2-pcie-gen4-nvme-mp600-pro-xt.html","Corsair 1TB M.2 PCIe Gen4 NVMe MP600 Pro XT","429,00 zł","1000 GB","PCIe NVMe 4.0 x4","7100 MB/s","5800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_23_12_1_26_741_00.jpg"
"1698419272-35","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/682577-dysk-ssd-corsair-2tb-m2-pcie-gen4-nvme-mp600-pro-xt-hydro-x.html","Corsair 2TB M.2 PCIe Gen4 NVMe MP600 Pro XT Hydro X","799,00 zł","2000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_23_12_13_10_654_01.jpg"
"1698419274-36","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/682578-dysk-ssd-corsair-4tb-m2-pcie-gen4-nvme-mp600-pro-xt-hydro-x.html","Corsair 4TB M.2 PCIe Gen4 NVMe MP600 Pro XT Hydro X","1 649,00 zł","4000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_23_12_22_44_581_01.jpg"
"1698419277-37","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/685785-dysk-ssd-team-group-512gb-m2-pcie-nvme-t-force-cardea-zero-z340.html","Team Group 512GB M.2 PCIe NVMe T-Force Cardea Zero Z340","449,00 zł","512 GB","PCIe NVMe 3.0 x4","3400 MB/s","2000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_4_10_16_1_728_00.jpg"
"1698419280-38","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/691669-dysk-ssd-wd-4tb-m2-pcie-nvme-red-sn700.html","WD 4TB M.2 PCIe NVMe Red SN700","1 669,00 zł","4000 GB","PCIe NVMe 3.0 x4","3400 MB/s","3100 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_22_8_15_34_2_00.jpg"
"1698419283-39","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/699962-dysk-ssd-transcend-120gb-m2-sata-2242-ssd-420s.html","Transcend 120GB M.2 SATA 2242 SSD 420S","72,99 zł","120 GB","M.2 SATA","500 MB/s","350 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_24_8_38_29_311_00.jpg"
"1698419285-40","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/700009-dysk-ssd-transcend-2tb-m2-sata-ssd-830s.html","Transcend 2TB M.2 SATA SSD 830S","479,00 zł","2000 GB","M.2 SATA","560 MB/s","520 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_24_9_2_20_267_00.jpg"
"1698419287-41","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/700018-dysk-ssd-transcend-32gb-m2-2242-sata-400s.html","Transcend 32GB M.2 2242 SATA 400S","139,00 zł","32 GB","M.2 SATA","280 MB/s","50 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_24_8_26_25_595_00.jpg"
"1698419291-42","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/700047-dysk-ssd-patriot-1tb-m2-pcie-nvme-viper-vpn110.html","Patriot 1TB M.2 PCIe NVMe Viper VPN110","459,00 zł","1000 GB","PCIe NVMe 3.0 x4","3300 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/11/pr_2021_11_25_8_9_25_466_00.jpg"
"1698419293-43","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/704415-dysk-ssd-patriot-512gb-m2-pcie-gen4-nvme-p400.html","Patriot 512GB M.2 PCIe Gen4 NVMe P400","199,00 zł","512 GB","PCIe NVMe 4.0 x4","5000 MB/s","3300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_21_11_22_47_226_00.jpg"
"1698419297-44","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/704641-dysk-ssd-corsair-1tb-m2-pcie-gen4-nvme-force-mp600.html","Corsair 1TB M.2 PCIe Gen4 NVMe Force MP600","339,00 zł","1000 GB","PCIe NVMe 4.0 x4","4950 MB/s","4250 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/7/pr_2019_7_4_14_32_15_852_00.jpg"
"1698419300-45","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/711582-dysk-ssd-corsair-500gb-m2-pcie-gen4-nvme-force-mp600.html","Corsair 500GB M.2 PCIe Gen4 NVMe Force MP600","259,00 zł","500 GB","PCIe NVMe 4.0 x4","4950 MB/s","4250 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_5_12_57_37_589_02.jpg"
"1698419304-46","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734743-dysk-ssd-team-group-500gb-m2-pcie-nvme-cardea-zero-z44l.html","Team Group 500GB M.2 PCIe NVMe Cardea Zero Z44L","169,00 zł","500 GB","PCIe NVMe 4.0 x4","3300 MB/s","2400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_13_25_57_914_00.jpg"
"1698419307-47","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734750-dysk-ssd-team-group-2tb-m2-pcie-gen4-nvme-cardea-zero-z44q.html","Team Group 2TB M.2 PCIe Gen4 NVMe Cardea Zero Z44Q","539,00 zł","2000 GB","PCIe NVMe 4.0 x4","5000 MB/s","3700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_13_18_11_267_01.jpg"
"1698419310-48","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734794-dysk-ssd-transcend-1tb-m2-pcie-nvme-110q.html","Transcend 1TB M.2 PCIe NVMe 110Q","439,00 zł","1000 GB","PCIe NVMe 3.0 x4","2000 MB/s","1500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_14_25_47_218_00.jpg"
"1698419313-49","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734820-dysk-ssd-team-group-512gb-m2-pcie-nvme-mp33.html","Team Group 512GB M.2 PCIe NVMe MP33","149,00 zł","512 GB","PCIe NVMe 3.0 x4","1700 MB/s","1400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_12_39_53_877_00.jpg"
"1698419316-50","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734828-dysk-ssd-seagate-1tb-m2-pcie-nvme-ironwolf-525.html","Seagate 1TB M.2 PCIe NVMe IronWolf 525","919,00 zł","1000 GB","PCIe NVMe 4.0 x4","5000 MB/s","4400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_8_12_28_595_00.jpg"
"1698419319-51","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734856-dysk-ssd-team-group-128gb-m2-sata-ssd-ms30.html","Team Group 128GB M.2 SATA SSD MS30","69,99 zł","128 GB","M.2 SATA","500 MB/s","300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_12_13_12_120_00.jpg"
"1698419322-52","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/734886-dysk-ssd-team-group-256gb-25-sata-ssd-cx2.html","Team Group 256GB 2,5"" SATA SSD CX2","94,99 zł","256 GB","2,5"" SATA","520 MB/s","430 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_29_9_20_30_430_00.jpg"
"1698419324-53","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1041379-dysk-ssd-hikvision-512gb-m2-pcie-nvme-e2000.html","Hikvision 512GB M.2 PCIe NVMe E2000","179,00 zł","512 GB","PCIe NVMe 3.0 x4","3400 MB/s","2600 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_11_58_40_708_02.jpg"
"1698419327-54","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1042673-dysk-ssd-seagate-500gb-m2-pcie-gen4-nvme-ironwolf-525.html","Seagate 500GB M.2 PCIe Gen4 NVMe IronWolf 525","499,00 zł","500 GB","PCIe NVMe 4.0 x4","5000 MB/s","2500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_25_7_23_59_371_00.jpg"
"1698419330-55","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1045586-dysk-ssd-apacer-480gb-25-sata-ssd-as340x.html","Apacer 480GB 2,5"" SATA SSD AS340X","139,00 zł","480 GB","2,5"" SATA","550 MB/s","520 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/6/pr_2022_6_1_15_22_32_53_02.jpg"
"1698419332-56","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1045591-dysk-ssd-apacer-512gb-m2-pcie-nvme-as2280p4u.html","Apacer 512GB M.2 PCIe NVMe AS2280P4U","179,00 zł","512 GB","PCIe NVMe 3.0 x4","3500 MB/s","2300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/6/pr_2022_6_1_15_47_12_476_00.jpg"
"1698419335-57","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1046193-dysk-ssd-wd-240gb-m2-pcie-nvme-green-sn350.html","WD 240GB M.2 PCIe NVMe Green SN350","159,00 zł","240 GB","PCIe NVMe 3.0 x4","2400 MB/s","900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/6/pr_2022_6_1_10_46_25_912_02.jpg"
"1698419339-58","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053784-dysk-ssd-silicon-power-1tb-m2-pcie-nvme-ud80.html","Silicon Power 1TB M.2 PCIe NVMe UD80","279,00 zł","1000 GB","PCIe NVMe 3.0 x4","3400 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_5_7_57_00.jpg"
"1698419342-59","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053787-dysk-ssd-silicon-power-250gb-m2-pcie-gen4-nvme-ud90.html","Silicon Power 250GB M.2 PCIe Gen4 NVMe UD90","139,00 zł","250 GB","PCIe NVMe 4.0 x4","4500 MB/s","1950 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_23_6_905_00.jpg"
"1698419345-60","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053789-dysk-ssd-silicon-power-1tb-m2-pcie-gen4-nvme-ud90.html","Silicon Power 1TB M.2 PCIe Gen4 NVMe UD90","309,00 zł","1000 GB","PCIe NVMe 4.0 x4","4800 MB/s","4200 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_23_45_211_00.jpg"
